name,url,cuisine,avgRating,priceRange,latitude,longitude,postalCode,streetAddress,addressLocality,addressRegion,addressString
Kaabo Lounge,https://www.ubereats.com/gb/store/kaabo-lounge/THU-iKwFTIutxKehxUpFog,"['African', 'Steak', 'Nigerian', 'Fish & Seafood', 'Rice dishes', 'European', 'Comfort food', 'Allergy friendly']",4.9,,51.49046564414368,0.06429005425151679,SE18 6QW,"25 Calderwood street, Unit 5",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE18 6QW', 'addressCountry': 'GB', 'streetAddress': '25 Calderwood street, Unit 5'}"
SUDU - Malaysian Eatery,https://www.ubereats.com/gb/store/sudu-malaysian-eatery/UKwtT5yfUzGYSHfExGSxyg,"['Malaysian', 'Asian', 'Asian fusion']",4.5,€,51.53399663521944,-0.20447081894373562,NW6 6NL,30 Salusbury Rd,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW6 6NL', 'addressCountry': 'GB', 'streetAddress': '30 Salusbury Rd'}"
Holbunz,https://www.ubereats.com/gb/store/holbunz/P7kXhVkaSq-ncGUq0gsHew,"['Mediterranean', 'Vegetarian', 'Halal']",,,51.5198,-0.12178,WC1B 4AR,78 Southampton Row,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'WC1B 4AR', 'addressCountry': 'GB', 'streetAddress': '78 Southampton Row'}"
Ibérica Deli Victoria,https://www.ubereats.com/gb/store/iberica-deli-victoria/b5r_4rrLWOKznVe08rt8hg,"['Mediterranean', 'Spanish', 'Seafood', 'Specialty', 'Local Specialities', 'Specialty Goods', 'Deli', 'Comfort Food', 'Family friendly', 'Alcohol']",,€€,51.49726,-0.13826,,,,,
Home Taste Chinese,https://www.ubereats.com/gb/store/home-taste-chinese/TXrPBlpLUwufqn1YzemZPw,"['Chinese', 'Cantonese', 'Korean', 'Japanese', 'Asian', 'Rice dishes', 'Noodles']",4.3,€,51.43243,-0.05997,SE26 4QY,229 Dartmouth Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE26 4QY', 'addressCountry': 'GB', 'streetAddress': '229 Dartmouth Road'}"
De Quilox lounge & Bar,https://www.ubereats.com/gb/store/de-quilox-lounge-%26-bar/QOl2y7C1QZethLbR5sl43w,"['African', 'West African', 'Nigerian', 'Caribbean', 'Jamaican']",4.4,€,51.57405,0.18455,RM1 2,RM1 2JA,Romford,England,"{'@type': 'PostalAddress', 'addressLocality': 'Romford', 'addressRegion': 'England', 'postalCode': 'RM1 2', 'addressCountry': 'GB', 'streetAddress': 'RM1 2JA'}"
Rawlala (Shoreditch),https://www.ubereats.com/gb/store/rawlala-shoreditch/rXN0tjTORxydMkzrosoGIg,"['Gluten free', 'Juice & Smoothies', 'Vegan']",5.0,€,51.52746,-0.07725,E2 7,11 Hackney Road,London,London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'London', 'postalCode': 'E2 7', 'addressCountry': 'GB', 'streetAddress': '11 Hackney Road'}"
Burger King (Tottenham Court Road),https://www.ubereats.com/gb/store/burger-king-tottenham-court-road/zbJVDbibWWO34Y8UM3rvmA,"['Burgers', 'Chicken', 'Fast food', 'Desserts', 'Group Friendly']",4.3,€,51.51675477024369,-0.13079531820132134,W1T 1BA,1A-B Tottenham court road,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W1T 1BA', 'addressCountry': 'GB', 'streetAddress': '1A-B Tottenham court road'}"
India inthabox,https://www.ubereats.com/gb/store/india-inthabox/2mArK6RBUeqhLP6dtiqw_Q,"['Asian', 'European', 'Indian', 'Halal', 'Street food', 'Comfort Food', 'Comfort food', 'Chicken', 'Chicken', 'Fried Chicken', 'Affordable meals', 'Kid friendly', 'South Indian']",,,51.41773,-0.05855,SE20 7HJ,"31 High Street, NA",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE20 7HJ', 'addressCountry': 'GB', 'streetAddress': '31 High Street, NA'}"
One Stop Caribbean,https://www.ubereats.com/gb/store/one-stop-caribbean/Hs6BufwoTp-iyLIVMcUfZQ,"['Caribbean', 'Halal', 'Vegetarian friendly', 'Comfort Food', 'Group Friendly']",4.2,€,51.5371953,-0.2483392,NW10 4,NW10 4NE,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW10 4', 'addressCountry': 'GB', 'streetAddress': 'NW10 4NE'}"
Spice Village (Southall),https://www.ubereats.com/gb/store/spice-village-southall/5B9BEQjnQpOxMDeqRSICCA,"['Indian', 'Pakistani', 'Halal', 'Allergy friendly', 'Exclusive to Uber Eats']",4.1,€,51.5123255,-0.3848568,UB1 1LX,189 The Broadway,Southall,England,"{'@type': 'PostalAddress', 'addressLocality': 'Southall', 'addressRegion': 'England', 'postalCode': 'UB1 1LX', 'addressCountry': 'GB', 'streetAddress': '189 The Broadway'}"
Boujee Boba - Bubble Tea and Beyond,https://www.ubereats.com/gb/store/boujee-boba-bubble-tea-and-beyond/f3ma-3SqTqubXKryEXG6Ew,"['Bubble tea', 'Coffee & tea', 'Asian', 'Drinks', 'Exclusive to Uber Eats']",3.4,€,51.52029,-0.05279,E1 4UN,82 Mile End Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E1 4UN', 'addressCountry': 'GB', 'streetAddress': '82 Mile End Road'}"
BONE JAM (Burleigh House),https://www.ubereats.com/gb/store/bone-jam-burleigh-house/-JF6JrkoQTKQ_Y0Ta8psaA,"['BBQ', 'Chicken', 'Wings', 'Fast food']",,€,51.51117,-0.12008,WC2R 0,"Frankie & Benny's Burleigh House, 355-357 Strand",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'WC2R 0', 'addressCountry': 'GB', 'streetAddress': ""Frankie & Benny's Burleigh House, 355-357 Strand""}"
The Whale Tea,https://www.ubereats.com/gb/store/the-whale-tea/QPgSZjuZRTyYICSHiLLdlA,"['Bubble Tea', 'Chinese', 'Asian']",4.6,€€,51.51077,-0.18681,W2 3,18 queensway,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W2 3', 'addressCountry': 'GB', 'streetAddress': '18 queensway'}"
Dee's West Indian Bakery,https://www.ubereats.com/gb/store/dees-west-indian-bakery/DUOhg5etSaaAAAqkHLT6SA,"['Cajun', 'Caribbean', 'Jamaican', 'Comfort food', 'Chicken', 'Bakery']",4.4,€,51.667325,-0.042637,EN3 5,526 Hertford Rd,Enfield,,"{'@type': 'PostalAddress', 'addressLocality': 'Enfield', 'addressRegion': '', 'postalCode': 'EN3 5', 'addressCountry': 'GB', 'streetAddress': '526 Hertford Rd'}"
Bumbuu,https://www.ubereats.com/gb/store/bumbuu/WVYodMHdQAOFJhDERCAR_w,"['Caribbean', 'Seafood', 'Latin American', 'Jamaican', 'Vegan friendly', 'Vegetarian friendly']",4.2,,51.53378,-0.24739,NW10 4UP,39 Station Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW10 4UP', 'addressCountry': 'GB', 'streetAddress': '39 Station Road'}"
BUY & BITE-Japanese curry house,https://www.ubereats.com/gb/store/buy-%26-bite-japanese-curry-house/swPER1I9Su6tjd2aMtdU2A,"['Asian', 'Salads', 'Vegetarian', 'Healthy', 'Chinese', 'Taiwanese', 'Rice bowls', 'Japanese', 'Fast food']",,€€,51.52014,-0.10226,EC1M 6DW,5A Cowcross St,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'EC1M 6DW', 'addressCountry': 'GB', 'streetAddress': '5A Cowcross St'}"
Tariq Halal - Holborn,https://www.ubereats.com/gb/store/tariq-halal-holborn/oi0J5Eg_X2y56SOF1mH0rA,"['Butcher', 'ButcherShop', 'Specialty', 'Specialty Goods', 'Halal', 'Grocery', 'Specialty Foods']",4.5,,51.51586,-0.12374,WC2B 5QF,183 Drury Lane,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'WC2B 5QF', 'addressCountry': 'GB', 'streetAddress': '183 Drury Lane'}"
Brasileiro HARROW - Produtos Brasileiros (Brazilian Products),https://www.ubereats.com/gb/store/brasileiro-harrow-produtos-brasileiros-brazilian-products/qNEbKe0VRLWJWKEu2ToGbA,"['Brazilian', 'BBQ', 'South American', 'Specialty Foods', 'Specialty', 'Convenience', 'Everyday Essentials', 'Family Meals', 'Affordable meals']",,€,51.584522,-0.33223516,HA1 2TW,"1 Central Parade, Station Rd",Harrow,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Harrow', 'addressRegion': 'EMEA', 'postalCode': 'HA1 2TW', 'addressCountry': 'GB', 'streetAddress': '1 Central Parade, Station Rd'}"
Tongue & Brisket,https://www.ubereats.com/gb/store/tongue-%26-brisket/8ktkYeWVQ7K9OweccjNqVg,"['Steak', 'Deli', 'Cafe']",4.7,€€,51.51967,-0.13486,W1T 2,23 Goodge Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W1T 2', 'addressCountry': 'GB', 'streetAddress': '23 Goodge Street'}"
Papa Nadox Kitchen (Seafood & Soul Food),https://www.ubereats.com/gb/store/papa-nadox-kitchen-seafood-%26-soul-food/ImHhhLHPRLKwM_vLEeRblA,"['Seafood', 'Soul food', 'Halal', 'Exclusive to Uber Eats']",4.2,€€,51.47988,-0.09401,,,,,
Pepeneros Cafe,https://www.ubereats.com/gb/store/pepeneros-cafe/b1HHPSxYSZ27biiq2JSoxA,"['Burgers', 'Comfort food', 'Nigerian', 'Snacks', 'Rice bowls']",,€€,51.49099,0.09427,SE18 1,"Block E, 3 North Road
Plumstead,
Greenwich",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE18 1', 'addressCountry': 'GB', 'streetAddress': 'Block E, 3 North Road\nPlumstead,\nGreenwich'}"
Diba Persian Restaurant - Richmond,https://www.ubereats.com/gb/store/diba-persian-restaurant-richmond/_EPkEqtKS4ScLNr09qAVPA,"['Persian', 'Iranian', 'Halal']",4.2,€€,51.45983,-0.3032757,TW9 1RX,7 Paradise Rd,Richmond,,"{'@type': 'PostalAddress', 'addressLocality': 'Richmond', 'addressRegion': '', 'postalCode': 'TW9 1RX', 'addressCountry': 'GB', 'streetAddress': '7 Paradise Rd'}"
King's pizzeria ( thin base pizza only ),https://www.ubereats.com/gb/store/kings-pizzeria-thin-base-pizza-only/35X75lINQYyEn8isXe7iyw,"['Pizza', 'Pasta', 'Salads', 'Allergy friendly']",3.9,€,51.491518,-0.20721,W14 9NH,149 North End Rd,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W14 9NH', 'addressCountry': 'GB', 'streetAddress': '149 North End Rd'}"
Shoreditch Grill,https://www.ubereats.com/gb/store/shoreditch-grill/yd-0cn7OWueW49op_6SIYw,"['Indian', 'Vegetarian', 'Asian', 'Chicken', 'Burgers', 'Fried Chicken', 'Fried Chicken', 'Salads', 'Halal']",,,51.52822,-0.07613,E2 7NX,51 Hackney Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E2 7NX', 'addressCountry': 'GB', 'streetAddress': '51 Hackney Road'}"
Barakah,https://www.ubereats.com/gb/store/barakah/VLDeyNOFSI-kyoKGEamiEw,"['Indian', 'Chicken', 'Vegan']",4.9,€,51.427318,-0.0404599,SE26 5,299 Sydenham Rd,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE26 5', 'addressCountry': 'GB', 'streetAddress': '299 Sydenham Rd'}"
La Casita Mexicana,https://www.ubereats.com/gb/store/la-casita-mexicana/qHMenBXAQyiW_k6lu2kQWw,"['Mexican', 'Halal', 'Group Friendly']",4.6,€€,51.52036,-0.07177,E1 6RU,124 Brick Lane,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E1 6RU', 'addressCountry': 'GB', 'streetAddress': '124 Brick Lane'}"
Mama Vics,https://www.ubereats.com/gb/store/mama-vics/FuBbhYpeSWe0doOJ-8IbFg,"['Caribbean', 'Rice & Curry', 'African']",,€,51.5486576,-0.0763718,N16 8,7 Bradbury St,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N16 8', 'addressCountry': 'GB', 'streetAddress': '7 Bradbury St'}"
Maize Blaze (Camden),https://www.ubereats.com/gb/store/maize-blaze-camden/V2LoJidmSnijcY8UF6U4jw,"['Arepa', 'Vegan friendly', 'Latin fusion', 'Gluten free', 'Comfort Food', 'Colombian', 'Halal']",,,51.54143,-0.14656,NW1 8,Camden Lock Place & West Yard,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW1 8', 'addressCountry': 'GB', 'streetAddress': 'Camden Lock Place & West Yard'}"
Sage's Health Store,https://www.ubereats.com/gb/store/sages-health-store/GxaAUkh9WLiEKqXzJ3_zfw,"['Gourmet', 'Health & Nutrition Supplements', 'Specialty Goods', 'Grocery', 'Specialty Foods']",,,51.39149,-0.30931,KT6 5PQ,24 Brighton Road,Surbiton,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Surbiton', 'addressRegion': 'EMEA', 'postalCode': 'KT6 5PQ', 'addressCountry': 'GB', 'streetAddress': '24 Brighton Road'}"
Sichuan Folk 巴蜀人家,https://www.ubereats.com/gb/store/sichuan-folk-%E5%B7%B4%E8%9C%80%E4%BA%BA%E5%AE%B6/LChYvUTqVZWmlM8ZAnqMKQ,"['Chinese', 'Szechuan', 'Noodles', 'Rice dishes']",4.5,€,51.52025,-0.07246,E1 6QR,32 Hanbury Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E1 6QR', 'addressCountry': 'GB', 'streetAddress': '32 Hanbury Street'}"
Vapey Cakes Vape Cafe,https://www.ubereats.com/gb/store/vapey-cakes-vape-cafe/Q2BXt9BKXHOH_msFO2v_ZQ,"['Bubble', 'Tea', 'Asian', 'Desserts', 'Bubble tea', 'Coffee & tea', 'Taiwanese']",,€,51.491705832024785,-0.04492329279120083,SE16 2AH,1a Rotherhithe New Rd,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SE16 2AH', 'addressCountry': 'GB', 'streetAddress': '1a Rotherhithe New Rd'}"
Zevi International Food Centre,https://www.ubereats.com/gb/store/zevi-international-food-centre/MOocQEVOWEWAk3YWt-TdAg,"['Local Specialities', 'Specialty', 'Specialty Goods', 'Local Grocer', 'International Convenience Store', 'International (grocery)', 'Green Grocer (Fruit & Vegetables)', 'Group Friendly', 'Family friendly', 'Halal', 'ButcherShop', 'Middle Eastern', 'South Asian', 'Pakistani', 'Indian', 'Frozen Food']",3.9,,51.50851,-0.27734,W3 9QP,310-314 Uxbridge Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W3 9QP', 'addressCountry': 'GB', 'streetAddress': '310-314 Uxbridge Road'}"
Bengal Curry House,https://www.ubereats.com/gb/store/bengal-curry-house/oDc0-A9BUOyekoNpaa-CGQ,"['Indian', 'Vegetarian', 'Asian', 'Indian curry', 'Group Friendly']",4.0,€€,51.58064,-0.03306,E17 7PF,24 St James Street,Walthamstow,London,"{'@type': 'PostalAddress', 'addressLocality': 'Walthamstow', 'addressRegion': 'London', 'postalCode': 'E17 7PF', 'addressCountry': 'GB', 'streetAddress': '24 St James Street'}"
Berlin Kebab and Fish,https://www.ubereats.com/gb/store/berlin-kebab-and-fish/PQCxmb5gXbaIzbEIf9mOrQ,"['Kebab', 'Halal', 'Burgers', 'Fish & chips', 'Vegetarian']",4.2,€,51.33235868950118,-0.12404557972132463,CR8 4DB,"110 Brighton Road, Fast food",Purley,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Purley', 'addressRegion': 'EMEA', 'postalCode': 'CR8 4DB', 'addressCountry': 'GB', 'streetAddress': '110 Brighton Road, Fast food'}"
Lemongrass,https://www.ubereats.com/gb/store/lemongrass/PQJqn2cbVGezH5yOuETfRA,"['Thai', 'Asian', 'Indian']",,,51.63425,-0.09382,N21 2RT,828 Green Lanes,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N21 2RT', 'addressCountry': 'GB', 'streetAddress': '828 Green Lanes'}"
Brown Eagle (Wood Green),https://www.ubereats.com/gb/store/brown-eagle-wood-green/Y8KlzYddQTiw_o9pnGUU_A,"['Caribbean', 'BBQ', 'Jamaican', 'Exclusive to Uber Eats']",4.3,€,51.5986395,-0.1105607,N22 8,N22 8HH,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'N22 8', 'addressCountry': 'GB', 'streetAddress': 'N22 8HH'}"
Crust Bros (Waterloo),https://www.ubereats.com/gb/store/crust-bros-waterloo/QnNLYxQ3XCycIq5_mWCriQ,"['Italian', 'Pizza', 'Vegetarian friendly', 'Gluten-free friendly', 'Comfort Food', 'Mediterranean', 'Exclusive to Uber Eats']",4.6,€,51.50279,-0.11039268,SE1 8UL,111 - 113 Waterloo Road,London,UK,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'UK', 'postalCode': 'SE1 8UL', 'addressCountry': 'GB', 'streetAddress': '111 - 113 Waterloo Road'}"
Romulo Café & Restaurant,https://www.ubereats.com/gb/store/romulo-cafe-%26-restaurant/hm1DRZLwToW4yaB7kcJTMw,"['Asian', 'Sandwich', 'Chicken', 'Gluten free', 'Vegetarian friendly', 'Vegan friendly', 'South Asian', 'Allergy friendly', 'Filipino']",4.7,€,51.4975335,-0.2028808,W8 6NW,W8 6NW,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W8 6NW', 'addressCountry': 'GB', 'streetAddress': 'W8 6NW'}"
Chelo,https://www.ubereats.com/gb/store/chelo/6mk2ia2GWzGzh5dQnvZOPg,"['Kebab', 'Iranian', 'Middle Eastern', 'Chicken', 'Halal', 'European']",4.6,,51.4848,-0.12336,SW8 1SP,7-11 South Lambeth Place Unit 7,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SW8 1SP', 'addressCountry': 'GB', 'streetAddress': '7-11 South Lambeth Place Unit 7'}"
Shrigley's Moroccan Cuisine,https://www.ubereats.com/gb/store/shrigleys-moroccan-cuisine/3lmpd74CTXeGX54p6LZvkg,"['Moroccan', 'Chicken', 'Breakfast and brunch', 'Mediterranean']",,€,51.5036936,-0.09139,,,,,
Chai Thali,https://www.ubereats.com/gb/store/chai-thali/dfzwYBU1TiWaLMX3KGGhkg,"['Asian', 'Indian', 'Halal', 'Allergy friendly', 'Group Friendly']",4.3,€€€,51.53771,-0.13663,,,,,
Pizza GoGo (Camden),https://www.ubereats.com/gb/store/pizza-gogo-camden/_shC-MXNXc-zPV7reIeLEg,"['Pizza', 'American', 'Italian', 'Fast food', 'Halal']",4.3,,51.54218,-0.13809334,NW1 9EU,59 Camden Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'NW1 9EU', 'addressCountry': 'GB', 'streetAddress': '59 Camden Road'}"
Katsu & Teriyaki Master,https://www.ubereats.com/gb/store/katsu-%26-teriyaki-master/Fu8KsTiySQCV8_z3hTDMxQ,"['Hawaiian', 'Chicken', 'Japanese', 'Allergy friendly']",4.9,€,51.52989,-0.05666,E2 9,268 Poyser St,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E2 9', 'addressCountry': 'GB', 'streetAddress': '268 Poyser St'}"
Cielito,https://www.ubereats.com/gb/store/cielito/ADJqlC4VS9KVi2DMGb-Tlg,"['Mexican', 'Latin American', 'New Mexican']",4.3,,51.402006971959146,-0.5634032367706254,GU25 4AB,"10 Station parade , Cielito Restaurant",Virginia Water,England,"{'@type': 'PostalAddress', 'addressLocality': 'Virginia Water', 'addressRegion': 'England', 'postalCode': 'GU25 4AB', 'addressCountry': 'GB', 'streetAddress': '10 Station parade , Cielito Restaurant'}"
Ruthy’s Kitchen,https://www.ubereats.com/gb/store/ruthys-kitchen/0BPrkhr4QOabvbPdtTx5kg,"['African', 'Nigerian', 'Chicken', 'Fish & Seafood', 'South African', 'Jamaican', 'Comfort Food', 'Comfort food', 'BBQ']",,,51.49254,0.06263,SE18 6JL,"Unit 11, 125 Powi street",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE18 6JL', 'addressCountry': 'GB', 'streetAddress': 'Unit 11, 125 Powi street'}"
Pot and Rice,https://www.ubereats.com/gb/store/pot-and-rice/-Bft67byR_qesk3i-r8Fhg,"['Chinese', 'Asian', 'Cantonese', 'Asian fusion', 'Asian-owned', 'Vegetarian', 'Chicken', 'Seafood']",4.6,,51.49193350165453,-0.09659933688009711,SE17 1,13 Sayer St,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE17 1', 'addressCountry': 'GB', 'streetAddress': '13 Sayer St'}"
Flame Boys Doner Kebab,https://www.ubereats.com/gb/store/flame-boys-doner-kebab/FD19uTiZWRKIqq3GRlkAuA,"['Halal', 'Gourmet', 'Kebab']",4.0,€,51.5376,-0.24933,NW10 8SG,5 Craven Park Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'NW10 8SG', 'addressCountry': 'GB', 'streetAddress': '5 Craven Park Road'}"
Street Greek,https://www.ubereats.com/gb/store/street-greek/EKckL4GGVbGSmN-DCDpjrQ,"['Mediterranean', 'Greek', 'Falafel', 'Vegetarian', 'Vegetarian friendly', 'Salads', 'To Share', 'Desserts', 'Desserts', 'Family friendly', 'Family Meals', 'Kid friendly']",4.7,€€,51.54217219134365,-0.14396643016853958,Nw1 8jz,"Unit M206 water lane, Hawley wharf",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'Nw1 8jz', 'addressCountry': 'GB', 'streetAddress': 'Unit M206 water lane, Hawley wharf'}"
Orpington Citi Kitchen,https://www.ubereats.com/gb/store/orpington-citi-kitchen/zuD9yr0wUHSvlkru6RjtqQ,"['Asian', 'Indian', 'Rice & Curry']",4.2,€€,51.40357,0.10557,BR5 2RG,82 Cotmandene Crescent,Orpington,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Orpington', 'addressRegion': 'EMEA', 'postalCode': 'BR5 2RG', 'addressCountry': 'GB', 'streetAddress': '82 Cotmandene Crescent'}"
Shoryu - Denman St,https://www.ubereats.com/gb/store/shoryu-denman-st/Fsl3PNQ6Smi7giNjHyI5oA,"['Japanese', 'Ramen', 'Vegetarian', 'Noodles']",4.7,€€,51.5108341,-0.1343893,W1D 7,2-3 Denman Street,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W1D 7', 'addressCountry': 'GB', 'streetAddress': '2-3 Denman Street'}"
Stax Diner,https://www.ubereats.com/gb/store/stax-diner/QkmjNArfQOC5zedScZwwgw,"['Burgers', 'Allergy friendly']",,€,51.51264,-0.1387488,W1F 9,"1, Kingly Court, Soho",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W1F 9', 'addressCountry': 'GB', 'streetAddress': '1, Kingly Court, Soho'}"
Dhaba Kitchen,https://www.ubereats.com/gb/store/dhaba-kitchen/5-C1e9HsRZSHHw_R6mTxcA,"['Indian', 'Indian curry', 'Halal']",4.4,,51.516907,-0.07392659,,,,,
Temple of Seitan - Camden,https://www.ubereats.com/gb/store/temple-of-seitan-camden/mU_oeMY0Q2qb2pVeA9SFHg,"['Vegan', 'Vegetarian', 'Burgers', 'Fast food']",4.6,€,51.538124,-0.1443451,NW1 7,"43 Parkway, Camden Town",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'NW1 7', 'addressCountry': 'GB', 'streetAddress': '43 Parkway, Camden Town'}"
Paya Ewell,https://www.ubereats.com/gb/store/paya-ewell/iuL06oKLU6a5ruddpRutXA,"['Thai', 'Chinese', 'Noodles', 'Asian fusion', 'Asian', 'Dim Sum']",4.4,,51.36764,-0.2641,KT19 0BT,399 Kingston Road,Epsom,England,"{'@type': 'PostalAddress', 'addressLocality': 'Epsom', 'addressRegion': 'England', 'postalCode': 'KT19 0BT', 'addressCountry': 'GB', 'streetAddress': '399 Kingston Road'}"
Taco Bell - London Holborn,https://www.ubereats.com/gb/store/taco-bell-london-holborn/3KV4ukx6SF6gKHR8AhSSrQ,"['Tacos', 'Mexican', 'Fast food', 'Group Friendly']",4.3,€,51.5204262,-0.1227236,WC1B 4,"Taco Bell, 75 Southampton Row","Bloomsbury, London,","Bloomsbury, London,","{'@type': 'PostalAddress', 'addressLocality': 'Bloomsbury, London,', 'addressRegion': 'Bloomsbury, London,', 'postalCode': 'WC1B 4', 'addressCountry': 'GB', 'streetAddress': 'Taco Bell, 75 Southampton Row'}"
24/7 Alcohol Engineer Limited,https://www.ubereats.com/gb/store/24-7-alcohol-engineer-limited/gEoReXcvWtuqsKksjAHSjw,"['Convenience Store with Alcohol', 'International Convenience Store', 'Off-licences', 'Beer', 'Wine']",3.9,,51.60617,-0.30145,Ha71ee,"164 Honey Lane , Attic Self storage Unit 3311",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'Ha71ee', 'addressCountry': 'GB', 'streetAddress': '164 Honey Lane , Attic Self storage Unit 3311'}"
Sainsbury's Wandsworth,https://www.ubereats.com/gb/store/sainsburys-wandsworth/LZobOJguUcyVAsq1ontrow,"['Alcohol', 'Convenience', 'Everyday Essentials', 'Grocery']",4.6,€,51.45448976162613,-0.19159868290287155,SW18 4AD,45 Garratt Lane,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SW18 4AD', 'addressCountry': 'GB', 'streetAddress': '45 Garratt Lane'}"
Red Planet Pizza,https://www.ubereats.com/gb/store/red-planet-pizza/R_vNik9PTNOEN_xR2xo8tQ,['Pizza'],4.6,€€,51.47247,-0.031504016,SE14 6,Lewisham Way,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SE14 6', 'addressCountry': 'GB', 'streetAddress': 'Lewisham Way'}"
Osteria Romana,https://www.ubereats.com/gb/store/osteria-romana/cnLh8RWPTDK3y7cOxHT8MA,['Italian'],,€€,51.50203,-0.16301,SW1X 7,3 Park Close,London,United Kingdom,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'United Kingdom', 'postalCode': 'SW1X 7', 'addressCountry': 'GB', 'streetAddress': '3 Park Close'}"
